Datation;Date_Format_1;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
24/12/2025;20251224;Mercredi;Décembre;S52;2025;2025-Sem52;2025 - T4
25/12/2025;20251225;Jeudi;Décembre;S52;2025;2025-Sem52;2025 - T4
26/12/2025;20251226;Vendredi;Décembre;S52;2025;2025-Sem52;2025 - T4
27/12/2025;20251227;Samedi;Décembre;S52;2025;2025-Sem52;2025 - T4
28/12/2025;20251228;Dimanche;Décembre;S52;2025;2025-Sem52;2025 - T4
29/12/2025;20251229;Lundi;Décembre;S01;2025;2025-Sem01;2025 - T4
30/12/2025;20251230;Mardi;Décembre;S01;2025;2025-Sem01;2025 - T4
31/12/2025;20251231;Mercredi;Décembre;S01;2025;2025-Sem01;2025 - T4
01/01/2026;20260101;Jeudi;Janvier;S01;2026;2026-Sem01;2026 - T1
02/01/2026;20260102;Vendredi;Janvier;S01;2026;2026-Sem01;2026 - T1
03/01/2026;20260103;Samedi;Janvier;S01;2026;2026-Sem01;2026 - T1
04/01/2026;20260104;Dimanche;Janvier;S01;2026;2026-Sem01;2026 - T1
05/01/2026;20260105;Lundi;Janvier;S02;2026;2026-Sem02;2026 - T1
06/01/2026;20260106;Mardi;Janvier;S02;2026;2026-Sem02;2026 - T1
07/01/2026;20260107;Mercredi;Janvier;S02;2026;2026-Sem02;2026 - T1
08/01/2026;20260108;Jeudi;Janvier;S02;2026;2026-Sem02;2026 - T1
09/01/2026;20260109;Vendredi;Janvier;S02;2026;2026-Sem02;2026 - T1
10/01/2026;20260110;Samedi;Janvier;S02;2026;2026-Sem02;2026 - T1
11/01/2026;20260111;Dimanche;Janvier;S02;2026;2026-Sem02;2026 - T1
12/01/2026;20260112;Lundi;Janvier;S03;2026;2026-Sem03;2026 - T1
13/01/2026;20260113;Mardi;Janvier;S03;2026;2026-Sem03;2026 - T1
14/01/2026;20260114;Mercredi;Janvier;S03;2026;2026-Sem03;2026 - T1
15/01/2026;20260115;Jeudi;Janvier;S03;2026;2026-Sem03;2026 - T1
16/01/2026;20260116;Vendredi;Janvier;S03;2026;2026-Sem03;2026 - T1
17/01/2026;20260117;Samedi;Janvier;S03;2026;2026-Sem03;2026 - T1
18/01/2026;20260118;Dimanche;Janvier;S03;2026;2026-Sem03;2026 - T1
19/01/2026;20260119;Lundi;Janvier;S04;2026;2026-Sem04;2026 - T1
20/01/2026;20260120;Mardi;Janvier;S04;2026;2026-Sem04;2026 - T1
21/01/2026;20260121;Mercredi;Janvier;S04;2026;2026-Sem04;2026 - T1
22/01/2026;20260122;Jeudi;Janvier;S04;2026;2026-Sem04;2026 - T1
23/01/2026;20260123;Vendredi;Janvier;S04;2026;2026-Sem04;2026 - T1
24/01/2026;20260124;Samedi;Janvier;S04;2026;2026-Sem04;2026 - T1
25/01/2026;20260125;Dimanche;Janvier;S04;2026;2026-Sem04;2026 - T1
26/01/2026;20260126;Lundi;Janvier;S05;2026;2026-Sem05;2026 - T1
27/01/2026;20260127;Mardi;Janvier;S05;2026;2026-Sem05;2026 - T1
28/01/2026;20260128;Mercredi;Janvier;S05;2026;2026-Sem05;2026 - T1
29/01/2026;20260129;Jeudi;Janvier;S05;2026;2026-Sem05;2026 - T1
30/01/2026;20260130;Vendredi;Janvier;S05;2026;2026-Sem05;2026 - T1
31/01/2026;20260131;Samedi;Janvier;S05;2026;2026-Sem05;2026 - T1
01/02/2026;20260201;Dimanche;Février;S05;2026;2026-Sem05;2026 - T1
02/02/2026;20260202;Lundi;Février;S06;2026;2026-Sem06;2026 - T1
03/02/2026;20260203;Mardi;Février;S06;2026;2026-Sem06;2026 - T1
04/02/2026;20260204;Mercredi;Février;S06;2026;2026-Sem06;2026 - T1
05/02/2026;20260205;Jeudi;Février;S06;2026;2026-Sem06;2026 - T1
06/02/2026;20260206;Vendredi;Février;S06;2026;2026-Sem06;2026 - T1
07/02/2026;20260207;Samedi;Février;S06;2026;2026-Sem06;2026 - T1
08/02/2026;20260208;Dimanche;Février;S06;2026;2026-Sem06;2026 - T1
09/02/2026;20260209;Lundi;Février;S07;2026;2026-Sem07;2026 - T1
10/02/2026;20260210;Mardi;Février;S07;2026;2026-Sem07;2026 - T1
11/02/2026;20260211;Mercredi;Février;S07;2026;2026-Sem07;2026 - T1
12/02/2026;20260212;Jeudi;Février;S07;2026;2026-Sem07;2026 - T1
13/02/2026;20260213;Vendredi;Février;S07;2026;2026-Sem07;2026 - T1
14/02/2026;20260214;Samedi;Février;S07;2026;2026-Sem07;2026 - T1
15/02/2026;20260215;Dimanche;Février;S07;2026;2026-Sem07;2026 - T1
16/02/2026;20260216;Lundi;Février;S08;2026;2026-Sem08;2026 - T1
17/02/2026;20260217;Mardi;Février;S08;2026;2026-Sem08;2026 - T1
18/02/2026;20260218;Mercredi;Février;S08;2026;2026-Sem08;2026 - T1
19/02/2026;20260219;Jeudi;Février;S08;2026;2026-Sem08;2026 - T1
20/02/2026;20260220;Vendredi;Février;S08;2026;2026-Sem08;2026 - T1
21/02/2026;20260221;Samedi;Février;S08;2026;2026-Sem08;2026 - T1
22/02/2026;20260222;Dimanche;Février;S08;2026;2026-Sem08;2026 - T1
23/02/2026;20260223;Lundi;Février;S09;2026;2026-Sem09;2026 - T1
24/02/2026;20260224;Mardi;Février;S09;2026;2026-Sem09;2026 - T1
25/02/2026;20260225;Mercredi;Février;S09;2026;2026-Sem09;2026 - T1
26/02/2026;20260226;Jeudi;Février;S09;2026;2026-Sem09;2026 - T1
27/02/2026;20260227;Vendredi;Février;S09;2026;2026-Sem09;2026 - T1
28/02/2026;20260228;Samedi;Février;S09;2026;2026-Sem09;2026 - T1
01/03/2026;20260301;Dimanche;Mars;S09;2026;2026-Sem09;2026 - T1
02/03/2026;20260302;Lundi;Mars;S10;2026;2026-Sem10;2026 - T1
03/03/2026;20260303;Mardi;Mars;S10;2026;2026-Sem10;2026 - T1
04/03/2026;20260304;Mercredi;Mars;S10;2026;2026-Sem10;2026 - T1
05/03/2026;20260305;Jeudi;Mars;S10;2026;2026-Sem10;2026 - T1
06/03/2026;20260306;Vendredi;Mars;S10;2026;2026-Sem10;2026 - T1
07/03/2026;20260307;Samedi;Mars;S10;2026;2026-Sem10;2026 - T1
08/03/2026;20260308;Dimanche;Mars;S10;2026;2026-Sem10;2026 - T1
09/03/2026;20260309;Lundi;Mars;S11;2026;2026-Sem11;2026 - T1
10/03/2026;20260310;Mardi;Mars;S11;2026;2026-Sem11;2026 - T1
11/03/2026;20260311;Mercredi;Mars;S11;2026;2026-Sem11;2026 - T1
12/03/2026;20260312;Jeudi;Mars;S11;2026;2026-Sem11;2026 - T1
13/03/2026;20260313;Vendredi;Mars;S11;2026;2026-Sem11;2026 - T1
14/03/2026;20260314;Samedi;Mars;S11;2026;2026-Sem11;2026 - T1
15/03/2026;20260315;Dimanche;Mars;S11;2026;2026-Sem11;2026 - T1
16/03/2026;20260316;Lundi;Mars;S12;2026;2026-Sem12;2026 - T1
17/03/2026;20260317;Mardi;Mars;S12;2026;2026-Sem12;2026 - T1
18/03/2026;20260318;Mercredi;Mars;S12;2026;2026-Sem12;2026 - T1
19/03/2026;20260319;Jeudi;Mars;S12;2026;2026-Sem12;2026 - T1
20/03/2026;20260320;Vendredi;Mars;S12;2026;2026-Sem12;2026 - T1
21/03/2026;20260321;Samedi;Mars;S12;2026;2026-Sem12;2026 - T1
22/03/2026;20260322;Dimanche;Mars;S12;2026;2026-Sem12;2026 - T1
23/03/2026;20260323;Lundi;Mars;S13;2026;2026-Sem13;2026 - T1
24/03/2026;20260324;Mardi;Mars;S13;2026;2026-Sem13;2026 - T1
25/03/2026;20260325;Mercredi;Mars;S13;2026;2026-Sem13;2026 - T1
26/03/2026;20260326;Jeudi;Mars;S13;2026;2026-Sem13;2026 - T1
27/03/2026;20260327;Vendredi;Mars;S13;2026;2026-Sem13;2026 - T1
28/03/2026;20260328;Samedi;Mars;S13;2026;2026-Sem13;2026 - T1
29/03/2026;20260329;Dimanche;Mars;S13;2026;2026-Sem13;2026 - T1
30/03/2026;20260330;Lundi;Mars;S14;2026;2026-Sem14;2026 - T1
31/03/2026;20260331;Mardi;Mars;S14;2026;2026-Sem14;2026 - T1
01/04/2026;20260401;Mercredi;Avril;S14;2026;2026-Sem14;2026 - T2
02/04/2026;20260402;Jeudi;Avril;S14;2026;2026-Sem14;2026 - T2
03/04/2026;20260403;Vendredi;Avril;S14;2026;2026-Sem14;2026 - T2
04/04/2026;20260404;Samedi;Avril;S14;2026;2026-Sem14;2026 - T2
05/04/2026;20260405;Dimanche;Avril;S14;2026;2026-Sem14;2026 - T2
06/04/2026;20260406;Lundi;Avril;S15;2026;2026-Sem15;2026 - T2
07/04/2026;20260407;Mardi;Avril;S15;2026;2026-Sem15;2026 - T2
08/04/2026;20260408;Mercredi;Avril;S15;2026;2026-Sem15;2026 - T2
09/04/2026;20260409;Jeudi;Avril;S15;2026;2026-Sem15;2026 - T2
10/04/2026;20260410;Vendredi;Avril;S15;2026;2026-Sem15;2026 - T2
11/04/2026;20260411;Samedi;Avril;S15;2026;2026-Sem15;2026 - T2
12/04/2026;20260412;Dimanche;Avril;S15;2026;2026-Sem15;2026 - T2
13/04/2026;20260413;Lundi;Avril;S16;2026;2026-Sem16;2026 - T2
14/04/2026;20260414;Mardi;Avril;S16;2026;2026-Sem16;2026 - T2
15/04/2026;20260415;Mercredi;Avril;S16;2026;2026-Sem16;2026 - T2
16/04/2026;20260416;Jeudi;Avril;S16;2026;2026-Sem16;2026 - T2
17/04/2026;20260417;Vendredi;Avril;S16;2026;2026-Sem16;2026 - T2
18/04/2026;20260418;Samedi;Avril;S16;2026;2026-Sem16;2026 - T2
19/04/2026;20260419;Dimanche;Avril;S16;2026;2026-Sem16;2026 - T2
20/04/2026;20260420;Lundi;Avril;S17;2026;2026-Sem17;2026 - T2
21/04/2026;20260421;Mardi;Avril;S17;2026;2026-Sem17;2026 - T2
22/04/2026;20260422;Mercredi;Avril;S17;2026;2026-Sem17;2026 - T2
23/04/2026;20260423;Jeudi;Avril;S17;2026;2026-Sem17;2026 - T2
24/04/2026;20260424;Vendredi;Avril;S17;2026;2026-Sem17;2026 - T2
25/04/2026;20260425;Samedi;Avril;S17;2026;2026-Sem17;2026 - T2
26/04/2026;20260426;Dimanche;Avril;S17;2026;2026-Sem17;2026 - T2
27/04/2026;20260427;Lundi;Avril;S18;2026;2026-Sem18;2026 - T2
28/04/2026;20260428;Mardi;Avril;S18;2026;2026-Sem18;2026 - T2
29/04/2026;20260429;Mercredi;Avril;S18;2026;2026-Sem18;2026 - T2
30/04/2026;20260430;Jeudi;Avril;S18;2026;2026-Sem18;2026 - T2
01/05/2026;20260501;Vendredi;Mai;S18;2026;2026-Sem18;2026 - T2
02/05/2026;20260502;Samedi;Mai;S18;2026;2026-Sem18;2026 - T2
03/05/2026;20260503;Dimanche;Mai;S18;2026;2026-Sem18;2026 - T2
04/05/2026;20260504;Lundi;Mai;S19;2026;2026-Sem19;2026 - T2
05/05/2026;20260505;Mardi;Mai;S19;2026;2026-Sem19;2026 - T2
06/05/2026;20260506;Mercredi;Mai;S19;2026;2026-Sem19;2026 - T2
07/05/2026;20260507;Jeudi;Mai;S19;2026;2026-Sem19;2026 - T2
08/05/2026;20260508;Vendredi;Mai;S19;2026;2026-Sem19;2026 - T2
09/05/2026;20260509;Samedi;Mai;S19;2026;2026-Sem19;2026 - T2
10/05/2026;20260510;Dimanche;Mai;S19;2026;2026-Sem19;2026 - T2
11/05/2026;20260511;Lundi;Mai;S20;2026;2026-Sem20;2026 - T2
12/05/2026;20260512;Mardi;Mai;S20;2026;2026-Sem20;2026 - T2
13/05/2026;20260513;Mercredi;Mai;S20;2026;2026-Sem20;2026 - T2
14/05/2026;20260514;Jeudi;Mai;S20;2026;2026-Sem20;2026 - T2
15/05/2026;20260515;Vendredi;Mai;S20;2026;2026-Sem20;2026 - T2
16/05/2026;20260516;Samedi;Mai;S20;2026;2026-Sem20;2026 - T2
17/05/2026;20260517;Dimanche;Mai;S20;2026;2026-Sem20;2026 - T2
18/05/2026;20260518;Lundi;Mai;S21;2026;2026-Sem21;2026 - T2
19/05/2026;20260519;Mardi;Mai;S21;2026;2026-Sem21;2026 - T2
20/05/2026;20260520;Mercredi;Mai;S21;2026;2026-Sem21;2026 - T2
21/05/2026;20260521;Jeudi;Mai;S21;2026;2026-Sem21;2026 - T2
22/05/2026;20260522;Vendredi;Mai;S21;2026;2026-Sem21;2026 - T2
23/05/2026;20260523;Samedi;Mai;S21;2026;2026-Sem21;2026 - T2
24/05/2026;20260524;Dimanche;Mai;S21;2026;2026-Sem21;2026 - T2
25/05/2026;20260525;Lundi;Mai;S22;2026;2026-Sem22;2026 - T2
26/05/2026;20260526;Mardi;Mai;S22;2026;2026-Sem22;2026 - T2
27/05/2026;20260527;Mercredi;Mai;S22;2026;2026-Sem22;2026 - T2
28/05/2026;20260528;Jeudi;Mai;S22;2026;2026-Sem22;2026 - T2
29/05/2026;20260529;Vendredi;Mai;S22;2026;2026-Sem22;2026 - T2
30/05/2026;20260530;Samedi;Mai;S22;2026;2026-Sem22;2026 - T2
31/05/2026;20260531;Dimanche;Mai;S22;2026;2026-Sem22;2026 - T2
01/06/2026;20260601;Lundi;Juin;S23;2026;2026-Sem23;2026 - T2
02/06/2026;20260602;Mardi;Juin;S23;2026;2026-Sem23;2026 - T2
03/06/2026;20260603;Mercredi;Juin;S23;2026;2026-Sem23;2026 - T2
04/06/2026;20260604;Jeudi;Juin;S23;2026;2026-Sem23;2026 - T2
05/06/2026;20260605;Vendredi;Juin;S23;2026;2026-Sem23;2026 - T2
06/06/2026;20260606;Samedi;Juin;S23;2026;2026-Sem23;2026 - T2
07/06/2026;20260607;Dimanche;Juin;S23;2026;2026-Sem23;2026 - T2
08/06/2026;20260608;Lundi;Juin;S24;2026;2026-Sem24;2026 - T2
09/06/2026;20260609;Mardi;Juin;S24;2026;2026-Sem24;2026 - T2
10/06/2026;20260610;Mercredi;Juin;S24;2026;2026-Sem24;2026 - T2
11/06/2026;20260611;Jeudi;Juin;S24;2026;2026-Sem24;2026 - T2
12/06/2026;20260612;Vendredi;Juin;S24;2026;2026-Sem24;2026 - T2
13/06/2026;20260613;Samedi;Juin;S24;2026;2026-Sem24;2026 - T2
14/06/2026;20260614;Dimanche;Juin;S24;2026;2026-Sem24;2026 - T2
15/06/2026;20260615;Lundi;Juin;S25;2026;2026-Sem25;2026 - T2
16/06/2026;20260616;Mardi;Juin;S25;2026;2026-Sem25;2026 - T2
17/06/2026;20260617;Mercredi;Juin;S25;2026;2026-Sem25;2026 - T2
18/06/2026;20260618;Jeudi;Juin;S25;2026;2026-Sem25;2026 - T2
19/06/2026;20260619;Vendredi;Juin;S25;2026;2026-Sem25;2026 - T2
20/06/2026;20260620;Samedi;Juin;S25;2026;2026-Sem25;2026 - T2
21/06/2026;20260621;Dimanche;Juin;S25;2026;2026-Sem25;2026 - T2
22/06/2026;20260622;Lundi;Juin;S26;2026;2026-Sem26;2026 - T2
23/06/2026;20260623;Mardi;Juin;S26;2026;2026-Sem26;2026 - T2
24/06/2026;20260624;Mercredi;Juin;S26;2026;2026-Sem26;2026 - T2
25/06/2026;20260625;Jeudi;Juin;S26;2026;2026-Sem26;2026 - T2
26/06/2026;20260626;Vendredi;Juin;S26;2026;2026-Sem26;2026 - T2
27/06/2026;20260627;Samedi;Juin;S26;2026;2026-Sem26;2026 - T2
28/06/2026;20260628;Dimanche;Juin;S26;2026;2026-Sem26;2026 - T2
29/06/2026;20260629;Lundi;Juin;S27;2026;2026-Sem27;2026 - T2
30/06/2026;20260630;Mardi;Juin;S27;2026;2026-Sem27;2026 - T2
01/07/2026;20260701;Mercredi;Juillet;S27;2026;2026-Sem27;2026 - T3
02/07/2026;20260702;Jeudi;Juillet;S27;2026;2026-Sem27;2026 - T3
03/07/2026;20260703;Vendredi;Juillet;S27;2026;2026-Sem27;2026 - T3
04/07/2026;20260704;Samedi;Juillet;S27;2026;2026-Sem27;2026 - T3
05/07/2026;20260705;Dimanche;Juillet;S27;2026;2026-Sem27;2026 - T3
06/07/2026;20260706;Lundi;Juillet;S28;2026;2026-Sem28;2026 - T3
07/07/2026;20260707;Mardi;Juillet;S28;2026;2026-Sem28;2026 - T3
08/07/2026;20260708;Mercredi;Juillet;S28;2026;2026-Sem28;2026 - T3
09/07/2026;20260709;Jeudi;Juillet;S28;2026;2026-Sem28;2026 - T3
10/07/2026;20260710;Vendredi;Juillet;S28;2026;2026-Sem28;2026 - T3
11/07/2026;20260711;Samedi;Juillet;S28;2026;2026-Sem28;2026 - T3
12/07/2026;20260712;Dimanche;Juillet;S28;2026;2026-Sem28;2026 - T3
13/07/2026;20260713;Lundi;Juillet;S29;2026;2026-Sem29;2026 - T3
14/07/2026;20260714;Mardi;Juillet;S29;2026;2026-Sem29;2026 - T3
15/07/2026;20260715;Mercredi;Juillet;S29;2026;2026-Sem29;2026 - T3
16/07/2026;20260716;Jeudi;Juillet;S29;2026;2026-Sem29;2026 - T3
17/07/2026;20260717;Vendredi;Juillet;S29;2026;2026-Sem29;2026 - T3
18/07/2026;20260718;Samedi;Juillet;S29;2026;2026-Sem29;2026 - T3
19/07/2026;20260719;Dimanche;Juillet;S29;2026;2026-Sem29;2026 - T3
20/07/2026;20260720;Lundi;Juillet;S30;2026;2026-Sem30;2026 - T3
21/07/2026;20260721;Mardi;Juillet;S30;2026;2026-Sem30;2026 - T3
22/07/2026;20260722;Mercredi;Juillet;S30;2026;2026-Sem30;2026 - T3
23/07/2026;20260723;Jeudi;Juillet;S30;2026;2026-Sem30;2026 - T3
24/07/2026;20260724;Vendredi;Juillet;S30;2026;2026-Sem30;2026 - T3
25/07/2026;20260725;Samedi;Juillet;S30;2026;2026-Sem30;2026 - T3
26/07/2026;20260726;Dimanche;Juillet;S30;2026;2026-Sem30;2026 - T3
27/07/2026;20260727;Lundi;Juillet;S31;2026;2026-Sem31;2026 - T3
28/07/2026;20260728;Mardi;Juillet;S31;2026;2026-Sem31;2026 - T3
29/07/2026;20260729;Mercredi;Juillet;S31;2026;2026-Sem31;2026 - T3
30/07/2026;20260730;Jeudi;Juillet;S31;2026;2026-Sem31;2026 - T3
31/07/2026;20260731;Vendredi;Juillet;S31;2026;2026-Sem31;2026 - T3
01/08/2026;20260801;Samedi;Août;S31;2026;2026-Sem31;2026 - T3
02/08/2026;20260802;Dimanche;Août;S31;2026;2026-Sem31;2026 - T3
03/08/2026;20260803;Lundi;Août;S32;2026;2026-Sem32;2026 - T3
04/08/2026;20260804;Mardi;Août;S32;2026;2026-Sem32;2026 - T3
05/08/2026;20260805;Mercredi;Août;S32;2026;2026-Sem32;2026 - T3
06/08/2026;20260806;Jeudi;Août;S32;2026;2026-Sem32;2026 - T3
07/08/2026;20260807;Vendredi;Août;S32;2026;2026-Sem32;2026 - T3
08/08/2026;20260808;Samedi;Août;S32;2026;2026-Sem32;2026 - T3
09/08/2026;20260809;Dimanche;Août;S32;2026;2026-Sem32;2026 - T3
10/08/2026;20260810;Lundi;Août;S33;2026;2026-Sem33;2026 - T3
11/08/2026;20260811;Mardi;Août;S33;2026;2026-Sem33;2026 - T3
12/08/2026;20260812;Mercredi;Août;S33;2026;2026-Sem33;2026 - T3
13/08/2026;20260813;Jeudi;Août;S33;2026;2026-Sem33;2026 - T3
14/08/2026;20260814;Vendredi;Août;S33;2026;2026-Sem33;2026 - T3
15/08/2026;20260815;Samedi;Août;S33;2026;2026-Sem33;2026 - T3
16/08/2026;20260816;Dimanche;Août;S33;2026;2026-Sem33;2026 - T3
17/08/2026;20260817;Lundi;Août;S34;2026;2026-Sem34;2026 - T3
18/08/2026;20260818;Mardi;Août;S34;2026;2026-Sem34;2026 - T3
19/08/2026;20260819;Mercredi;Août;S34;2026;2026-Sem34;2026 - T3
20/08/2026;20260820;Jeudi;Août;S34;2026;2026-Sem34;2026 - T3
21/08/2026;20260821;Vendredi;Août;S34;2026;2026-Sem34;2026 - T3
22/08/2026;20260822;Samedi;Août;S34;2026;2026-Sem34;2026 - T3
23/08/2026;20260823;Dimanche;Août;S34;2026;2026-Sem34;2026 - T3
24/08/2026;20260824;Lundi;Août;S35;2026;2026-Sem35;2026 - T3
25/08/2026;20260825;Mardi;Août;S35;2026;2026-Sem35;2026 - T3
26/08/2026;20260826;Mercredi;Août;S35;2026;2026-Sem35;2026 - T3
27/08/2026;20260827;Jeudi;Août;S35;2026;2026-Sem35;2026 - T3
28/08/2026;20260828;Vendredi;Août;S35;2026;2026-Sem35;2026 - T3
29/08/2026;20260829;Samedi;Août;S35;2026;2026-Sem35;2026 - T3
30/08/2026;20260830;Dimanche;Août;S35;2026;2026-Sem35;2026 - T3
31/08/2026;20260831;Lundi;Août;S36;2026;2026-Sem36;2026 - T3
01/09/2026;20260901;Mardi;Septembre;S36;2026;2026-Sem36;2026 - T3
02/09/2026;20260902;Mercredi;Septembre;S36;2026;2026-Sem36;2026 - T3
03/09/2026;20260903;Jeudi;Septembre;S36;2026;2026-Sem36;2026 - T3
04/09/2026;20260904;Vendredi;Septembre;S36;2026;2026-Sem36;2026 - T3
05/09/2026;20260905;Samedi;Septembre;S36;2026;2026-Sem36;2026 - T3
06/09/2026;20260906;Dimanche;Septembre;S36;2026;2026-Sem36;2026 - T3
07/09/2026;20260907;Lundi;Septembre;S37;2026;2026-Sem37;2026 - T3
08/09/2026;20260908;Mardi;Septembre;S37;2026;2026-Sem37;2026 - T3
09/09/2026;20260909;Mercredi;Septembre;S37;2026;2026-Sem37;2026 - T3
10/09/2026;20260910;Jeudi;Septembre;S37;2026;2026-Sem37;2026 - T3
11/09/2026;20260911;Vendredi;Septembre;S37;2026;2026-Sem37;2026 - T3
12/09/2026;20260912;Samedi;Septembre;S37;2026;2026-Sem37;2026 - T3
13/09/2026;20260913;Dimanche;Septembre;S37;2026;2026-Sem37;2026 - T3
14/09/2026;20260914;Lundi;Septembre;S38;2026;2026-Sem38;2026 - T3
15/09/2026;20260915;Mardi;Septembre;S38;2026;2026-Sem38;2026 - T3
16/09/2026;20260916;Mercredi;Septembre;S38;2026;2026-Sem38;2026 - T3
17/09/2026;20260917;Jeudi;Septembre;S38;2026;2026-Sem38;2026 - T3
18/09/2026;20260918;Vendredi;Septembre;S38;2026;2026-Sem38;2026 - T3
19/09/2026;20260919;Samedi;Septembre;S38;2026;2026-Sem38;2026 - T3
20/09/2026;20260920;Dimanche;Septembre;S38;2026;2026-Sem38;2026 - T3
21/09/2026;20260921;Lundi;Septembre;S39;2026;2026-Sem39;2026 - T3
22/09/2026;20260922;Mardi;Septembre;S39;2026;2026-Sem39;2026 - T3
23/09/2026;20260923;Mercredi;Septembre;S39;2026;2026-Sem39;2026 - T3
24/09/2026;20260924;Jeudi;Septembre;S39;2026;2026-Sem39;2026 - T3
25/09/2026;20260925;Vendredi;Septembre;S39;2026;2026-Sem39;2026 - T3
26/09/2026;20260926;Samedi;Septembre;S39;2026;2026-Sem39;2026 - T3
27/09/2026;20260927;Dimanche;Septembre;S39;2026;2026-Sem39;2026 - T3
28/09/2026;20260928;Lundi;Septembre;S40;2026;2026-Sem40;2026 - T3
29/09/2026;20260929;Mardi;Septembre;S40;2026;2026-Sem40;2026 - T3
30/09/2026;20260930;Mercredi;Septembre;S40;2026;2026-Sem40;2026 - T3
01/10/2026;20261001;Jeudi;Octobre;S40;2026;2026-Sem40;2026 - T4
02/10/2026;20261002;Vendredi;Octobre;S40;2026;2026-Sem40;2026 - T4
03/10/2026;20261003;Samedi;Octobre;S40;2026;2026-Sem40;2026 - T4
04/10/2026;20261004;Dimanche;Octobre;S40;2026;2026-Sem40;2026 - T4
05/10/2026;20261005;Lundi;Octobre;S41;2026;2026-Sem41;2026 - T4
06/10/2026;20261006;Mardi;Octobre;S41;2026;2026-Sem41;2026 - T4
07/10/2026;20261007;Mercredi;Octobre;S41;2026;2026-Sem41;2026 - T4
08/10/2026;20261008;Jeudi;Octobre;S41;2026;2026-Sem41;2026 - T4
09/10/2026;20261009;Vendredi;Octobre;S41;2026;2026-Sem41;2026 - T4
10/10/2026;20261010;Samedi;Octobre;S41;2026;2026-Sem41;2026 - T4
11/10/2026;20261011;Dimanche;Octobre;S41;2026;2026-Sem41;2026 - T4
12/10/2026;20261012;Lundi;Octobre;S42;2026;2026-Sem42;2026 - T4
13/10/2026;20261013;Mardi;Octobre;S42;2026;2026-Sem42;2026 - T4
14/10/2026;20261014;Mercredi;Octobre;S42;2026;2026-Sem42;2026 - T4
15/10/2026;20261015;Jeudi;Octobre;S42;2026;2026-Sem42;2026 - T4
16/10/2026;20261016;Vendredi;Octobre;S42;2026;2026-Sem42;2026 - T4
17/10/2026;20261017;Samedi;Octobre;S42;2026;2026-Sem42;2026 - T4
18/10/2026;20261018;Dimanche;Octobre;S42;2026;2026-Sem42;2026 - T4
19/10/2026;20261019;Lundi;Octobre;S43;2026;2026-Sem43;2026 - T4
20/10/2026;20261020;Mardi;Octobre;S43;2026;2026-Sem43;2026 - T4
21/10/2026;20261021;Mercredi;Octobre;S43;2026;2026-Sem43;2026 - T4
22/10/2026;20261022;Jeudi;Octobre;S43;2026;2026-Sem43;2026 - T4
23/10/2026;20261023;Vendredi;Octobre;S43;2026;2026-Sem43;2026 - T4
24/10/2026;20261024;Samedi;Octobre;S43;2026;2026-Sem43;2026 - T4
25/10/2026;20261025;Dimanche;Octobre;S43;2026;2026-Sem43;2026 - T4
26/10/2026;20261026;Lundi;Octobre;S44;2026;2026-Sem44;2026 - T4
27/10/2026;20261027;Mardi;Octobre;S44;2026;2026-Sem44;2026 - T4
28/10/2026;20261028;Mercredi;Octobre;S44;2026;2026-Sem44;2026 - T4
29/10/2026;20261029;Jeudi;Octobre;S44;2026;2026-Sem44;2026 - T4
30/10/2026;20261030;Vendredi;Octobre;S44;2026;2026-Sem44;2026 - T4
31/10/2026;20261031;Samedi;Octobre;S44;2026;2026-Sem44;2026 - T4
01/11/2026;20261101;Dimanche;Novembre;S44;2026;2026-Sem44;2026 - T4
02/11/2026;20261102;Lundi;Novembre;S45;2026;2026-Sem45;2026 - T4
03/11/2026;20261103;Mardi;Novembre;S45;2026;2026-Sem45;2026 - T4
04/11/2026;20261104;Mercredi;Novembre;S45;2026;2026-Sem45;2026 - T4
05/11/2026;20261105;Jeudi;Novembre;S45;2026;2026-Sem45;2026 - T4
06/11/2026;20261106;Vendredi;Novembre;S45;2026;2026-Sem45;2026 - T4
07/11/2026;20261107;Samedi;Novembre;S45;2026;2026-Sem45;2026 - T4
08/11/2026;20261108;Dimanche;Novembre;S45;2026;2026-Sem45;2026 - T4
09/11/2026;20261109;Lundi;Novembre;S46;2026;2026-Sem46;2026 - T4
10/11/2026;20261110;Mardi;Novembre;S46;2026;2026-Sem46;2026 - T4
11/11/2026;20261111;Mercredi;Novembre;S46;2026;2026-Sem46;2026 - T4
12/11/2026;20261112;Jeudi;Novembre;S46;2026;2026-Sem46;2026 - T4
13/11/2026;20261113;Vendredi;Novembre;S46;2026;2026-Sem46;2026 - T4
14/11/2026;20261114;Samedi;Novembre;S46;2026;2026-Sem46;2026 - T4
15/11/2026;20261115;Dimanche;Novembre;S46;2026;2026-Sem46;2026 - T4
16/11/2026;20261116;Lundi;Novembre;S47;2026;2026-Sem47;2026 - T4
17/11/2026;20261117;Mardi;Novembre;S47;2026;2026-Sem47;2026 - T4
18/11/2026;20261118;Mercredi;Novembre;S47;2026;2026-Sem47;2026 - T4
19/11/2026;20261119;Jeudi;Novembre;S47;2026;2026-Sem47;2026 - T4
20/11/2026;20261120;Vendredi;Novembre;S47;2026;2026-Sem47;2026 - T4
21/11/2026;20261121;Samedi;Novembre;S47;2026;2026-Sem47;2026 - T4
