Datation;Flux;Activité ou Campagne;Prevision;Capacitaire;Presentes;Traites;DMT;QP;QS;QE
2023-12-30;Convergents + Mobile;ORANGE AC;2376,666666666667;3262,903786;2495,0;2384,0;552,3533147325452;1,0497896213183728;0,9555110220440882;1,0030855539971948
2023-12-31;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-01;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-02;Convergents + Mobile;ORANGE AC;5761,111111111111;4724,81477;5495,0;5118,0;581,6892700885692;0,9538090646094503;0,9313921747042766;0,8883702989392478
2024-01-03;Convergents + Mobile;ORANGE AC;5608,888888888889;4905,249594;5694,0;5286,0;573,8544135700663;1,0151743264659272;0,928345626975764;0,94243264659271
2024-01-04;Convergents + Mobile;ORANGE AC;5044,444444444444;4340,746357;4401,0;4332,0;567,4200080878627;0,8724449339207049;0,9843217450579413;0,8587665198237886
2024-01-05;Convergents + Mobile;ORANGE AC;5105,555555555556;4257,266071;4449,0;4407,0;574,416695466737;0,8714036996735582;0,9905596763317599;0,863177366702938
2024-01-06;Convergents + Mobile;ORANGE AC;2963,3333333333335;2681,922321;2971,0;2917,0;567,0713172719051;1,0025871766029246;0,981824301581959;0,9843644544431945
2024-01-07;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-08;Convergents + Mobile;ORANGE AC;5737,777777777777;5007,080972;5434,0;5239,0;579,664976757477;0,9470565453137104;0,9641148325358851;0,9130712625871418
2024-01-09;Convergents + Mobile;ORANGE AC;5071,111111111111;4907,681738;4534,0;4466,0;582,5101247177603;0,8940841367221735;0,9850022055580062;0,8806748466257668
2024-01-10;Convergents + Mobile;ORANGE AC;5253,333333333334;5076,355415;4799,0;4713,0;609,1194170878671;0,9135152284263959;0,9820795999166493;0,8971446700507614
2024-01-11;Convergents + Mobile;ORANGE AC;4824,444444444445;4475,000774;4507,0;4446,0;585,659838349304;0,9342008291110085;0,9864654981140448;0,9215568862275447
2024-01-12;Convergents + Mobile;ORANGE AC;4682,222222222223;4396,310066;4024,0;3965,0;584,2732680125916;0,8594209776934029;0,985337972166998;0,8468201233981965
2024-01-13;Convergents + Mobile;ORANGE AC;2728,888888888889;2774,174523;2698,0;2570,0;541,5537278171644;0,9886807817589576;0,9525574499629355;0,9417752442996742
2024-01-14;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-15;Convergents + Mobile;ORANGE AC;5980,0;4922,927714;5809,0;5712,0;578,1620678409313;0,9714046822742475;0,9833017731106903;0,9551839464882943
2024-01-16;Convergents + Mobile;ORANGE AC;5197,777777777778;4810,056613;5012,0;4898,0;589,8112299422338;0,9642582300128258;0,9772545889864326;0,9423257802479691
2024-01-17;Convergents + Mobile;ORANGE AC;5515,555555555556;4975,370954;5815,0;5572,0;571,813663846325;1,0542908944399678;0,9582115219260533;1,0102336825141016
2024-01-18;Convergents + Mobile;ORANGE AC;5056,666666666667;4385,97911;5045,0;4639,0;588,5672679951263;0,9976928147659855;0,9195242814667988;0,9174027686222808
2024-01-19;Convergents + Mobile;ORANGE AC;4938,88888888889;4308,853805;5865,0;5186,0;582,3640349248731;1,187514060742407;0,884228473998295;1,0500337457817772
2024-01-20;Convergents + Mobile;ORANGE AC;2823,3333333333335;2719,649129;3641,0;3339,0;567,6366248883398;1,2896103896103897;0,9170557539137599;1,1826446280991736
2024-01-21;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-22;Convergents + Mobile;ORANGE AC;5861,111111111111;4826,169357;6015,0;5725,0;617,9730164330495;1,0262559241706162;0,9517871986699917;0,976777251184834
2024-01-23;Convergents + Mobile;ORANGE AC;5046,666666666667;4724,363065;5694,0;5227,0;600,0720366731026;1,1282694848084545;0,9179838426413769;1,0357331571994715
2024-01-24;Convergents + Mobile;ORANGE AC;5310,0;4895,773342;4939,0;4790,0;595,6183688934262;0,9301318267419962;0,9698319497874064;0,9020715630885122
2024-01-25;Convergents + Mobile;ORANGE AC;4996,666666666667;4324,100995;4575,0;4438,0;605,2786208941841;0,9156104069379586;0,9700546448087431;0,8881921280853902
2024-01-26;Convergents + Mobile;ORANGE AC;4823,333333333334;4258,388424;4571,0;4348,0;600,7759979532307;0,9476848652384242;0,9512141763290308;0,9014512785072563
2024-01-27;Convergents + Mobile;ORANGE AC;2794,4444444444443;2691,641107;3472,0;2792,0;570,8831216271659;1,242465208747515;0,804147465437788;0,9991252485089464
2024-01-28;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-01-29;Convergents + Mobile;ORANGE AC;5881,111111111111;5036,272204;5625,0;5484,0;590,5729004866009;0,9564519176270546;0,9749333333333333;0,932476856225203
2024-01-30;Convergents + Mobile;ORANGE AC;4982,222222222223;4930,567989;4558,0;4377,0;590,8661238364075;0,9148528099910793;0,9602896007020623;0,8785236396074932
2024-01-31;Convergents + Mobile;ORANGE AC;5351,111111111111;5109,460853;4763,0;4673,0;618,0190227085778;0,890095514950166;0,98110434600042;0,8732765780730897
2024-02-01;Convergents + Mobile;ORANGE AC;4965,555555555556;4587,100991;4908,0;4649,0;617,0757883838695;0,9884090400537032;0,9472290138549307;0,9362497202953681
2024-02-02;Convergents + Mobile;ORANGE AC;4827,777777777778;4521,72663;5524,0;4857,0;624,321096487791;1,144211737629459;0,8792541636495294;1,0060529344073648
2024-02-03;Convergents + Mobile;ORANGE AC;2728,888888888889;2862,852222;2935,0;2778,0;591,6986446770255;1,075529315960912;0,9465076660988075;1,0179967426710097
2024-02-04;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-02-05;Convergents + Mobile;ORANGE AC;5586,666666666667;5085,677685;6547,0;5876,0;630,3035922066706;1,1718973747016705;0,8975103100656789;1,0517899761336515
2024-02-06;Convergents + Mobile;ORANGE AC;4901,111111111111;4973,011214;6428,0;5263,0;638,6240023337867;1,3115393334844705;0,8187616677037959;1,07383813194287
2024-02-07;Convergents + Mobile;ORANGE AC;4966,666666666667;5134,373347;9163,0;5298,0;649,9778733218384;1,8448993288590603;0,5781949143293681;1,066711409395973
2024-02-08;Convergents + Mobile;ORANGE AC;4704,444444444445;4517,419122;5620,0;4952,0;630,3933877265263;1,1946150212564948;0,8811387900355871;1,052621634388285
2024-02-09;Convergents + Mobile;ORANGE AC;4604,444444444444;4430,411211;5459,0;4750,0;633,7434213023938;1,1855936293436293;0,8701227331013006;1,0316119691119692
2024-02-10;Convergents + Mobile;ORANGE AC;2591,1111111111113;2790,997031;3560,0;3189,0;619,3550038209156;1,373927958833619;0,8957865168539326;1,230746140651801
2024-02-11;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-02-12;Convergents + Mobile;ORANGE AC;5511,111111111111;4947,519968;5503,0;5293,0;638,3712708927525;0,9985282258064516;0,9618389969107759;0,9604233870967741
2024-02-13;Convergents + Mobile;ORANGE AC;4824,444444444445;4834,085025;3937,0;3771,0;607,8875886828694;0,8160525103638875;0,9578359156718314;0,7816444035006908
2024-02-14;Convergents + Mobile;ORANGE AC;4962,222222222223;5000,225186;5144,0;4895,0;621,1328112967533;1,0366323331840572;0,9515940902021773;0,9864532019704433
2024-02-15;Convergents + Mobile;ORANGE AC;4652,222222222223;4407,889062;5047,0;4706,0;633,6094668931876;1,0848578934798183;0,9324351099663166;1,0115595892046811
2024-02-16;Convergents + Mobile;ORANGE AC;4593,333333333334;4330,378481;4615,0;4286,0;646,1998672583255;1,0047169811320753;0,9287107258938245;0,9330914368650216
2024-02-17;Convergents + Mobile;ORANGE AC;2594,4444444444443;2732,57015;2588,0;2407,0;622,0092236342944;0,9975160599571735;0,9300618238021638;0,9277516059957174
2024-02-18;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-02-19;Convergents + Mobile;ORANGE AC;5515,555555555556;4849,098429;5144,0;5000,0;635,9557572738647;0,9326349717969379;0,9720062208398134;0,9065269943593876
2024-02-20;Convergents + Mobile;ORANGE AC;4795,555555555556;4737,920059;5099,0;4518,0;598,5501795532747;1,0632761816496756;0,8860560894292998;0,9421223354958295
2024-02-21;Convergents + Mobile;ORANGE AC;4965,555555555556;4900,755177;5150,0;4897,0;619,0349280675512;1,0371447751174758;0,950873786407767;0,9861937793689863
2024-02-22;Convergents + Mobile;ORANGE AC;4637,777777777777;4779,004339;4627,0;4324,0;625,6943001954452;0,9976760900814567;0,9345148044089042;0,9323430761859128
2024-02-23;Convergents + Mobile;ORANGE AC;4595,555555555556;4696,702901;3926,0;3828,0;623,4551427662061;0,8543036750483559;0,9750382068262863;0,8329787234042553
2024-02-24;Convergents + Mobile;ORANGE AC;2633,3333333333335;2963,73309;2351,0;2313,0;600,0902854879852;0,8927848101265822;0,9838366652488303;0,8783544303797468
2024-02-25;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-02-26;Convergents + Mobile;ORANGE AC;6541,111111111111;5259,309998;5063,0;4983,0;609,8503968485527;0,7740275182605741;0,9841990914477583;0,7617971802276201
2024-02-27;Convergents + Mobile;ORANGE AC;5833,333333333334;5148,366761;4225,0;4179,0;573,9030659858848;0,7242857142857142;0,989112426035503;0,7163999999999999
2024-02-28;Convergents + Mobile;ORANGE AC;5966,666666666667;5335,160825;4842,0;4642,0;613,3911826809119;0,8115083798882681;0,9586947542337877;0,7779888268156424
2024-02-29;Convergents + Mobile;ORANGE AC;5534,444444444445;4941,703021;4894,0;4571,0;612,7645921406784;0,8842802650070266;0,9340008173273396;0,8259184902629992
2024-03-01;Convergents + Mobile;ORANGE AC;5423,333333333334;4909,351807;5124,0;4507,0;631,9529611963919;0,9448063921327595;0,8795862607338018;0,8310387215734479
2024-03-02;Convergents + Mobile;ORANGE AC;3053,3333333333335;3103,102335;3063,0;2872,0;603,0091888694617;1,0031659388646288;0,9376428338230492;0,9406113537117904
2024-03-03;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-03-04;Convergents + Mobile;ORANGE AC;6921,111111111111;5514,872933;5760,0;5502,0;637,5792455697484;0,8322363140150907;0,9552083333333333;0,7949590624498314
2024-03-05;Convergents + Mobile;ORANGE AC;6152,222222222223;5398,538689;5581,0;5147,0;631,6270757422809;0,907151887303594;0,922236158394553;0,836608271627235
2024-03-06;Convergents + Mobile;ORANGE AC;6200,0;5594,409539;5163,0;4984,0;645,7517407417871;0,832741935483871;0,9653302343598683;0,8038709677419354
2024-03-07;Convergents + Mobile;ORANGE AC;5810,0;4941,158457;4704,0;4513,0;641,8185826365998;0,8096385542168675;0,9593962585034014;0,7767641996557659
2024-03-08;Convergents + Mobile;ORANGE AC;5781,111111111111;4862,520156;4760,0;4436,0;651,6376322152058;0,8233711320392081;0,9319327731092437;0,7673265423793965
2024-03-09;Convergents + Mobile;ORANGE AC;3278,8888888888887;3073,500543;2923,0;2814,0;607,2023859691687;0,8914605218569976;0,962709544988026;0,8582175533717384
2024-03-10;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-03-11;Convergents + Mobile;ORANGE AC;6353,333333333334;5318,056821;5609,0;5142,0;628,0868004100616;0,8828436516264427;0,9167409520413621;0,8093389296956978
2024-03-12;Convergents + Mobile;ORANGE AC;5687,777777777778;5186,378345;5218,0;4695,0;588,1034218041868;0,91740574330924;0,8997700268302031;0,8254541902715373
2024-03-13;Convergents + Mobile;ORANGE AC;5716,666666666667;5354,663723;6201,0;5296,0;591,1437394374213;1,0847230320699708;0,8540557974520239;0,9264139941690962
2024-03-14;Convergents + Mobile;ORANGE AC;5356,666666666667;4711,239066;4393,0;4198,0;605,6959354818052;0,820099564405725;0,9556111996357842;0,7836963285625389
2024-03-15;Convergents + Mobile;ORANGE AC;5330,0;4620,498079;4667,0;4359,0;610,4876373196502;0,875609756097561;0,9340047139490036;0,8178236397748593
2024-03-16;Convergents + Mobile;ORANGE AC;3021,1111111111113;2910,744806;2234,0;2180,0;609,8721945662255;0,7394630378815741;0,9758281110116384;0,721588819418904
2024-03-17;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-03-18;Convergents + Mobile;ORANGE AC;6273,333333333334;4711,267573;5003,0;4801,0;589,3640484299475;0,7975026567481402;0,9596242254647211;0,7653028692879914
2024-03-19;Convergents + Mobile;ORANGE AC;5488,88888888889;4603,24934;4184,0;4109,0;593,8580674832755;0,7622672064777327;0,982074569789675;0,7486032388663967
2024-03-20;Convergents + Mobile;ORANGE AC;5571,111111111111;4761,456029;4741,0;4461,0;613,7685038636006;0,8509972078181093;0,9409407298038388;0,8007379337854008
2024-03-21;Convergents + Mobile;ORANGE AC;5264,444444444445;4219,371309;4059,0;3970,0;606,4870854420986;0,7710215280709158;0,9780734170978074;0,7541156606162936
2024-03-22;Convergents + Mobile;ORANGE AC;5204,444444444445;4146,974062;3586,0;3536,0;606,5371614875297;0,6890264730999145;0,9860568878973787;0,6794192997438087
2024-03-23;Convergents + Mobile;ORANGE AC;2970,0;2616,837669;2124,0;2097,0;546,41275339213;0,7151515151515152;0,9872881355932204;0,706060606060606
2024-03-24;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2024-03-25;Convergents + Mobile;ORANGE AC;5693,333333333334;4643,724676;4463,0;4408,0;579,9015045295797;0,7838992974238875;0,9876764508178355;0,77423887587822
2024-03-26;Convergents + Mobile;ORANGE AC;4904,444444444444;4537,255041;4595,0;4380,0;556,9641360137475;0,936905301314001;0,9532100108813928;0,8930675124603534
2024-03-27;Convergents + Mobile;ORANGE AC;5091,111111111111;4693,193606;5090,0;4751,0;577,7452928867874;0,999781754692274;0,9333988212180746;0,9331951113051069
2024-03-28;Convergents + Mobile;ORANGE AC;4807,777777777777;4153,376058;6159,0;4571,0;550,4137424851132;1,2810492257915416;0,7421659360285761;0,9507510977582622
